,Key,year,month,Sum_Count,Monthly_Sum
6125,Caserne 15 Grid1_2,2015,12,3,Monthly_Sum
6126,Caserne 15 Grid1_2,2016,3,2,Monthly_Sum
6127,Caserne 15 Grid1_2,2016,4,3,Monthly_Sum
6128,Caserne 15 Grid1_2,2016,5,3,Monthly_Sum
6129,Caserne 15 Grid1_2,2016,7,3,Monthly_Sum
6130,Caserne 15 Grid1_2,2016,10,1,Monthly_Sum
6131,Caserne 15 Grid1_2,2016,11,5,Monthly_Sum
6132,Caserne 15 Grid1_2,2016,12,2,Monthly_Sum
6133,Caserne 15 Grid1_2,2017,1,1,Monthly_Sum
6134,Caserne 15 Grid1_2,2017,2,3,Monthly_Sum
6135,Caserne 15 Grid1_2,2017,3,1,Monthly_Sum
6136,Caserne 15 Grid1_2,2017,4,1,Monthly_Sum
6137,Caserne 15 Grid1_2,2017,5,5,Monthly_Sum
6138,Caserne 15 Grid1_2,2017,6,1,Monthly_Sum
6139,Caserne 15 Grid1_2,2017,7,5,Monthly_Sum
6140,Caserne 15 Grid1_2,2017,8,4,Monthly_Sum
6141,Caserne 15 Grid1_2,2017,9,4,Monthly_Sum
6142,Caserne 15 Grid1_2,2017,11,2,Monthly_Sum
6143,Caserne 15 Grid1_2,2017,12,1,Monthly_Sum
6144,Caserne 15 Grid1_2,2018,1,1,Monthly_Sum
6145,Caserne 15 Grid1_2,2018,3,3,Monthly_Sum
6146,Caserne 15 Grid1_2,2018,4,2,Monthly_Sum
6147,Caserne 15 Grid1_2,2018,5,2,Monthly_Sum
6148,Caserne 15 Grid1_2,2018,6,2,Monthly_Sum
6149,Caserne 15 Grid1_2,2018,7,3,Monthly_Sum
6150,Caserne 15 Grid1_2,2018,8,2,Monthly_Sum
6151,Caserne 15 Grid1_2,2018,10,3,Monthly_Sum
6152,Caserne 15 Grid1_2,2018,11,4,Monthly_Sum
6153,Caserne 15 Grid1_2,2018,12,1,Monthly_Sum
6154,Caserne 15 Grid1_2,2019,1,1,Monthly_Sum
6155,Caserne 15 Grid1_2,2019,3,1,Monthly_Sum
6156,Caserne 15 Grid1_2,2019,4,1,Monthly_Sum
6157,Caserne 15 Grid1_2,2019,7,1,Monthly_Sum
6158,Caserne 15 Grid1_2,2019,9,3,Monthly_Sum
6159,Caserne 15 Grid1_2,2020,1,1,Monthly_Sum
6160,Caserne 15 Grid1_2,2020,3,2,Monthly_Sum
6161,Caserne 15 Grid1_2,2020,5,1,Monthly_Sum
6162,Caserne 15 Grid1_2,2020,7,3,Monthly_Sum
6163,Caserne 15 Grid1_2,2020,8,2,Monthly_Sum
6164,Caserne 15 Grid1_2,2020,10,2,Monthly_Sum
6165,Caserne 15 Grid1_2,2020,11,1,Monthly_Sum
6166,Caserne 15 Grid1_2,2021,1,1,Monthly_Sum
6167,Caserne 15 Grid1_2,2021,2,2,Monthly_Sum
6168,Caserne 15 Grid1_2,2021,3,1,Monthly_Sum
6169,Caserne 15 Grid1_2,2021,4,2,Monthly_Sum
6170,Caserne 15 Grid1_2,2021,5,5,Monthly_Sum
6171,Caserne 15 Grid1_2,2021,8,3,Monthly_Sum
6172,Caserne 15 Grid1_2,2021,9,6,Monthly_Sum
6173,Caserne 15 Grid1_2,2021,10,2,Monthly_Sum
6174,Caserne 15 Grid1_2,2021,11,3,Monthly_Sum
6175,Caserne 15 Grid1_2,2021,12,3,Monthly_Sum
6176,Caserne 15 Grid1_2,2022,2,1,Monthly_Sum
6177,Caserne 15 Grid1_2,2022,6,1,Monthly_Sum
6178,Caserne 15 Grid2_0,2015,1,2,Monthly_Sum
6179,Caserne 15 Grid2_0,2015,2,3,Monthly_Sum
6180,Caserne 15 Grid2_0,2015,3,4,Monthly_Sum
6181,Caserne 15 Grid2_0,2015,4,2,Monthly_Sum
6182,Caserne 15 Grid2_0,2015,5,4,Monthly_Sum
6183,Caserne 15 Grid2_0,2015,6,4,Monthly_Sum
6184,Caserne 15 Grid2_0,2015,8,3,Monthly_Sum
6185,Caserne 15 Grid2_0,2015,10,3,Monthly_Sum
6186,Caserne 15 Grid2_0,2016,1,2,Monthly_Sum
6187,Caserne 15 Grid2_0,2016,3,1,Monthly_Sum
6188,Caserne 15 Grid2_0,2016,4,4,Monthly_Sum
6189,Caserne 15 Grid2_0,2016,5,2,Monthly_Sum
6190,Caserne 15 Grid2_0,2016,6,1,Monthly_Sum
6191,Caserne 15 Grid2_0,2016,7,2,Monthly_Sum
6192,Caserne 15 Grid2_0,2016,8,4,Monthly_Sum
6193,Caserne 15 Grid2_0,2016,9,1,Monthly_Sum
6194,Caserne 15 Grid2_0,2016,10,1,Monthly_Sum
6195,Caserne 15 Grid2_0,2016,11,2,Monthly_Sum
6196,Caserne 15 Grid2_0,2016,12,1,Monthly_Sum
6197,Caserne 15 Grid2_0,2017,1,1,Monthly_Sum
6198,Caserne 15 Grid2_0,2017,2,4,Monthly_Sum
6199,Caserne 15 Grid2_0,2017,3,1,Monthly_Sum
6200,Caserne 15 Grid2_0,2017,4,3,Monthly_Sum
6201,Caserne 15 Grid2_0,2017,5,3,Monthly_Sum
6202,Caserne 15 Grid2_0,2017,6,1,Monthly_Sum
6203,Caserne 15 Grid2_0,2017,7,4,Monthly_Sum
6204,Caserne 15 Grid2_0,2017,8,4,Monthly_Sum
6205,Caserne 15 Grid2_0,2017,9,2,Monthly_Sum
6206,Caserne 15 Grid2_0,2017,12,4,Monthly_Sum
6207,Caserne 15 Grid2_0,2018,1,1,Monthly_Sum
6208,Caserne 15 Grid2_0,2018,2,3,Monthly_Sum
6209,Caserne 15 Grid2_0,2018,3,3,Monthly_Sum
6210,Caserne 15 Grid2_0,2018,4,4,Monthly_Sum
6211,Caserne 15 Grid2_0,2018,5,1,Monthly_Sum
6212,Caserne 15 Grid2_0,2018,6,4,Monthly_Sum
6213,Caserne 15 Grid2_0,2018,7,3,Monthly_Sum
6214,Caserne 15 Grid2_0,2018,8,2,Monthly_Sum
6215,Caserne 15 Grid2_0,2018,9,4,Monthly_Sum
6216,Caserne 15 Grid2_0,2018,10,5,Monthly_Sum
6217,Caserne 15 Grid2_0,2018,11,3,Monthly_Sum
6218,Caserne 15 Grid2_0,2018,12,2,Monthly_Sum
6219,Caserne 15 Grid2_0,2019,1,1,Monthly_Sum
6220,Caserne 15 Grid2_0,2019,2,3,Monthly_Sum
6221,Caserne 15 Grid2_0,2019,3,3,Monthly_Sum
6222,Caserne 15 Grid2_0,2019,4,2,Monthly_Sum
6223,Caserne 15 Grid2_0,2019,5,1,Monthly_Sum
6224,Caserne 15 Grid2_0,2019,6,2,Monthly_Sum
6225,Caserne 15 Grid2_0,2019,7,2,Monthly_Sum
6226,Caserne 15 Grid2_0,2019,8,3,Monthly_Sum
6227,Caserne 15 Grid2_0,2019,9,2,Monthly_Sum
6228,Caserne 15 Grid2_0,2019,10,1,Monthly_Sum
6229,Caserne 15 Grid2_0,2019,11,2,Monthly_Sum
6230,Caserne 15 Grid2_0,2019,12,3,Monthly_Sum
6231,Caserne 15 Grid2_0,2020,1,2,Monthly_Sum
6232,Caserne 15 Grid2_0,2020,2,2,Monthly_Sum
6233,Caserne 15 Grid2_0,2020,3,2,Monthly_Sum
6234,Caserne 15 Grid2_0,2020,5,2,Monthly_Sum
6235,Caserne 15 Grid2_0,2020,6,2,Monthly_Sum
6236,Caserne 15 Grid2_0,2020,7,4,Monthly_Sum
6237,Caserne 15 Grid2_0,2020,8,1,Monthly_Sum
6238,Caserne 15 Grid2_0,2020,10,1,Monthly_Sum
6239,Caserne 15 Grid2_0,2020,11,1,Monthly_Sum
6240,Caserne 15 Grid2_0,2020,12,4,Monthly_Sum
6241,Caserne 15 Grid2_0,2021,1,1,Monthly_Sum
6242,Caserne 15 Grid2_0,2021,2,3,Monthly_Sum
6243,Caserne 15 Grid2_0,2021,4,4,Monthly_Sum
6244,Caserne 15 Grid2_0,2021,5,5,Monthly_Sum
6245,Caserne 15 Grid2_0,2021,6,1,Monthly_Sum
6246,Caserne 15 Grid2_0,2021,7,1,Monthly_Sum
6247,Caserne 15 Grid2_0,2021,8,4,Monthly_Sum
6248,Caserne 15 Grid2_0,2021,10,3,Monthly_Sum
6249,Caserne 15 Grid2_0,2021,12,3,Monthly_Sum
6250,Caserne 15 Grid2_0,2022,1,3,Monthly_Sum
6251,Caserne 15 Grid2_0,2022,2,3,Monthly_Sum
6252,Caserne 15 Grid2_0,2022,4,1,Monthly_Sum
6253,Caserne 15 Grid2_0,2022,5,1,Monthly_Sum
6254,Caserne 15 Grid2_0,2022,6,1,Monthly_Sum
6255,Caserne 15 Grid2_1,2015,1,14,Monthly_Sum
6256,Caserne 15 Grid2_1,2015,2,10,Monthly_Sum
6257,Caserne 15 Grid2_1,2015,3,5,Monthly_Sum
6258,Caserne 15 Grid2_1,2015,4,9,Monthly_Sum
6259,Caserne 15 Grid2_1,2015,5,6,Monthly_Sum
6260,Caserne 15 Grid2_1,2015,6,12,Monthly_Sum
6261,Caserne 15 Grid2_1,2015,7,9,Monthly_Sum
6262,Caserne 15 Grid2_1,2015,8,9,Monthly_Sum
6263,Caserne 15 Grid2_1,2015,9,10,Monthly_Sum
6264,Caserne 15 Grid2_1,2015,10,10,Monthly_Sum
6265,Caserne 15 Grid2_1,2015,11,10,Monthly_Sum
6266,Caserne 15 Grid2_1,2015,12,12,Monthly_Sum
6267,Caserne 15 Grid2_1,2016,1,8,Monthly_Sum
6268,Caserne 15 Grid2_1,2016,2,12,Monthly_Sum
6269,Caserne 15 Grid2_1,2016,3,17,Monthly_Sum
6270,Caserne 15 Grid2_1,2016,4,10,Monthly_Sum
6271,Caserne 15 Grid2_1,2016,5,9,Monthly_Sum
6272,Caserne 15 Grid2_1,2016,6,7,Monthly_Sum
6273,Caserne 15 Grid2_1,2016,7,11,Monthly_Sum
6274,Caserne 15 Grid2_1,2016,8,7,Monthly_Sum
6275,Caserne 15 Grid2_1,2016,9,9,Monthly_Sum
6276,Caserne 15 Grid2_1,2016,10,8,Monthly_Sum
6277,Caserne 15 Grid2_1,2016,11,6,Monthly_Sum
6278,Caserne 15 Grid2_1,2016,12,10,Monthly_Sum
6279,Caserne 15 Grid2_1,2017,1,6,Monthly_Sum
6280,Caserne 15 Grid2_1,2017,2,7,Monthly_Sum
6281,Caserne 15 Grid2_1,2017,3,8,Monthly_Sum
6282,Caserne 15 Grid2_1,2017,4,5,Monthly_Sum
6283,Caserne 15 Grid2_1,2017,5,10,Monthly_Sum
6284,Caserne 15 Grid2_1,2017,6,4,Monthly_Sum
6285,Caserne 15 Grid2_1,2017,7,11,Monthly_Sum
6286,Caserne 15 Grid2_1,2017,8,9,Monthly_Sum
6287,Caserne 15 Grid2_1,2017,9,6,Monthly_Sum
6288,Caserne 15 Grid2_1,2017,10,11,Monthly_Sum
6289,Caserne 15 Grid2_1,2017,11,13,Monthly_Sum
6290,Caserne 15 Grid2_1,2017,12,8,Monthly_Sum
6291,Caserne 15 Grid2_1,2018,1,5,Monthly_Sum
6292,Caserne 15 Grid2_1,2018,2,9,Monthly_Sum
6293,Caserne 15 Grid2_1,2018,3,8,Monthly_Sum
6294,Caserne 15 Grid2_1,2018,4,7,Monthly_Sum
6295,Caserne 15 Grid2_1,2018,5,12,Monthly_Sum
6296,Caserne 15 Grid2_1,2018,6,11,Monthly_Sum
6297,Caserne 15 Grid2_1,2018,7,6,Monthly_Sum
6298,Caserne 15 Grid2_1,2018,8,4,Monthly_Sum
6299,Caserne 15 Grid2_1,2018,9,4,Monthly_Sum
6300,Caserne 15 Grid2_1,2018,10,7,Monthly_Sum
6301,Caserne 15 Grid2_1,2018,11,4,Monthly_Sum
6302,Caserne 15 Grid2_1,2018,12,7,Monthly_Sum
6303,Caserne 15 Grid2_1,2019,1,14,Monthly_Sum
6304,Caserne 15 Grid2_1,2019,2,8,Monthly_Sum
6305,Caserne 15 Grid2_1,2019,3,5,Monthly_Sum
6306,Caserne 15 Grid2_1,2019,4,7,Monthly_Sum
6307,Caserne 15 Grid2_1,2019,5,10,Monthly_Sum
6308,Caserne 15 Grid2_1,2019,6,5,Monthly_Sum
6309,Caserne 15 Grid2_1,2019,7,8,Monthly_Sum
6310,Caserne 15 Grid2_1,2019,8,9,Monthly_Sum
6311,Caserne 15 Grid2_1,2019,9,6,Monthly_Sum
6312,Caserne 15 Grid2_1,2019,10,9,Monthly_Sum
6313,Caserne 15 Grid2_1,2019,11,7,Monthly_Sum
6314,Caserne 15 Grid2_1,2019,12,5,Monthly_Sum
6315,Caserne 15 Grid2_1,2020,1,7,Monthly_Sum
6316,Caserne 15 Grid2_1,2020,2,6,Monthly_Sum
6317,Caserne 15 Grid2_1,2020,3,3,Monthly_Sum
6318,Caserne 15 Grid2_1,2020,4,1,Monthly_Sum
6319,Caserne 15 Grid2_1,2020,6,3,Monthly_Sum
6320,Caserne 15 Grid2_1,2020,7,2,Monthly_Sum
6321,Caserne 15 Grid2_1,2020,8,6,Monthly_Sum
6322,Caserne 15 Grid2_1,2020,9,5,Monthly_Sum
6323,Caserne 15 Grid2_1,2020,10,5,Monthly_Sum
6324,Caserne 15 Grid2_1,2020,11,10,Monthly_Sum
6325,Caserne 15 Grid2_1,2020,12,5,Monthly_Sum
6326,Caserne 15 Grid2_1,2021,1,5,Monthly_Sum
6327,Caserne 15 Grid2_1,2021,2,4,Monthly_Sum
6328,Caserne 15 Grid2_1,2021,3,6,Monthly_Sum
6329,Caserne 15 Grid2_1,2021,4,4,Monthly_Sum
6330,Caserne 15 Grid2_1,2021,5,7,Monthly_Sum
6331,Caserne 15 Grid2_1,2021,6,5,Monthly_Sum
6332,Caserne 15 Grid2_1,2021,7,5,Monthly_Sum
6333,Caserne 15 Grid2_1,2021,8,9,Monthly_Sum
6334,Caserne 15 Grid2_1,2021,9,5,Monthly_Sum
6335,Caserne 15 Grid2_1,2021,10,2,Monthly_Sum
6336,Caserne 15 Grid2_1,2021,11,5,Monthly_Sum
6337,Caserne 15 Grid2_1,2021,12,4,Monthly_Sum
6338,Caserne 15 Grid2_1,2022,1,6,Monthly_Sum
6339,Caserne 15 Grid2_1,2022,2,6,Monthly_Sum
6340,Caserne 15 Grid2_1,2022,3,6,Monthly_Sum
6341,Caserne 15 Grid2_1,2022,4,3,Monthly_Sum
6342,Caserne 15 Grid2_1,2022,5,9,Monthly_Sum
6343,Caserne 15 Grid2_1,2022,6,2,Monthly_Sum
6344,Caserne 15 Grid2_2,2015,2,2,Monthly_Sum
6345,Caserne 15 Grid2_2,2015,8,1,Monthly_Sum
6346,Caserne 15 Grid2_2,2015,9,1,Monthly_Sum
6347,Caserne 15 Grid2_2,2015,12,1,Monthly_Sum
6348,Caserne 15 Grid2_2,2016,5,1,Monthly_Sum
6349,Caserne 15 Grid2_2,2016,7,3,Monthly_Sum
6350,Caserne 15 Grid2_2,2016,8,1,Monthly_Sum
6351,Caserne 15 Grid2_2,2017,8,1,Monthly_Sum
6352,Caserne 15 Grid2_2,2017,9,2,Monthly_Sum
6353,Caserne 15 Grid2_2,2017,12,1,Monthly_Sum
6354,Caserne 15 Grid2_2,2018,12,1,Monthly_Sum
6355,Caserne 15 Grid2_2,2019,5,3,Monthly_Sum
6356,Caserne 15 Grid2_2,2019,6,3,Monthly_Sum
6357,Caserne 15 Grid2_2,2019,8,1,Monthly_Sum
6358,Caserne 15 Grid2_2,2019,9,1,Monthly_Sum
6359,Caserne 15 Grid2_2,2019,10,1,Monthly_Sum
6360,Caserne 15 Grid2_2,2020,5,2,Monthly_Sum
6361,Caserne 15 Grid2_2,2020,9,1,Monthly_Sum
6362,Caserne 15 Grid3_0,2015,3,1,Monthly_Sum
6363,Caserne 15 Grid3_0,2015,6,3,Monthly_Sum
6364,Caserne 15 Grid3_0,2015,8,1,Monthly_Sum
6365,Caserne 15 Grid3_0,2015,9,1,Monthly_Sum
6366,Caserne 15 Grid3_0,2016,3,1,Monthly_Sum
6367,Caserne 15 Grid3_0,2016,4,3,Monthly_Sum
6368,Caserne 15 Grid3_0,2016,7,1,Monthly_Sum
6369,Caserne 15 Grid3_0,2017,7,1,Monthly_Sum
6370,Caserne 15 Grid3_0,2017,8,4,Monthly_Sum
6371,Caserne 15 Grid3_0,2017,11,1,Monthly_Sum
6372,Caserne 15 Grid3_0,2017,12,1,Monthly_Sum
6373,Caserne 15 Grid3_0,2018,2,1,Monthly_Sum
6374,Caserne 15 Grid3_0,2018,6,2,Monthly_Sum
6375,Caserne 15 Grid3_0,2018,8,1,Monthly_Sum
6376,Caserne 15 Grid3_0,2018,9,1,Monthly_Sum
6377,Caserne 15 Grid3_0,2018,11,1,Monthly_Sum
6378,Caserne 15 Grid3_0,2019,5,2,Monthly_Sum
6379,Caserne 15 Grid3_0,2019,6,1,Monthly_Sum
6380,Caserne 15 Grid3_0,2019,8,2,Monthly_Sum
6381,Caserne 15 Grid3_0,2019,9,1,Monthly_Sum
6382,Caserne 15 Grid3_0,2019,12,1,Monthly_Sum
6383,Caserne 15 Grid3_0,2020,1,2,Monthly_Sum
6384,Caserne 15 Grid3_0,2020,3,1,Monthly_Sum
6385,Caserne 15 Grid3_0,2021,3,1,Monthly_Sum
6386,Caserne 15 Grid3_0,2021,4,1,Monthly_Sum
6387,Caserne 15 Grid3_0,2021,5,1,Monthly_Sum
6388,Caserne 15 Grid3_0,2021,9,1,Monthly_Sum
6389,Caserne 15 Grid3_0,2021,10,2,Monthly_Sum
6390,Caserne 15 Grid3_0,2022,2,1,Monthly_Sum
6391,Caserne 15 Grid3_1,2015,3,1,Monthly_Sum
6392,Caserne 15 Grid3_1,2015,7,2,Monthly_Sum
6393,Caserne 15 Grid3_1,2015,8,1,Monthly_Sum
6394,Caserne 15 Grid3_1,2015,9,1,Monthly_Sum
6395,Caserne 15 Grid3_1,2016,4,3,Monthly_Sum
6396,Caserne 15 Grid3_1,2016,5,1,Monthly_Sum
6397,Caserne 15 Grid3_1,2016,6,1,Monthly_Sum
6398,Caserne 15 Grid3_1,2016,8,1,Monthly_Sum
6399,Caserne 15 Grid3_1,2016,9,1,Monthly_Sum
6400,Caserne 15 Grid3_1,2017,2,2,Monthly_Sum
6401,Caserne 15 Grid3_1,2017,9,1,Monthly_Sum
6402,Caserne 15 Grid3_1,2017,11,1,Monthly_Sum
6403,Caserne 15 Grid3_1,2017,12,1,Monthly_Sum
6404,Caserne 15 Grid3_1,2018,1,1,Monthly_Sum
6405,Caserne 15 Grid3_1,2018,5,1,Monthly_Sum
6406,Caserne 15 Grid3_1,2018,12,1,Monthly_Sum
6407,Caserne 15 Grid3_1,2019,1,1,Monthly_Sum
6408,Caserne 15 Grid3_1,2019,2,2,Monthly_Sum
6409,Caserne 15 Grid3_1,2019,3,2,Monthly_Sum
6410,Caserne 15 Grid3_1,2019,6,1,Monthly_Sum
6411,Caserne 15 Grid3_1,2019,7,2,Monthly_Sum
6412,Caserne 15 Grid3_1,2019,10,1,Monthly_Sum
6413,Caserne 15 Grid3_1,2020,7,1,Monthly_Sum
6414,Caserne 15 Grid3_1,2020,12,1,Monthly_Sum
6415,Caserne 15 Grid3_1,2021,5,1,Monthly_Sum
6416,Caserne 15 Grid3_1,2021,7,2,Monthly_Sum
6417,Caserne 15 Grid3_1,2021,11,1,Monthly_Sum
6418,Caserne 16 Grid0_0,2015,1,40,Monthly_Sum
6419,Caserne 16 Grid0_0,2015,2,24,Monthly_Sum
6420,Caserne 16 Grid0_0,2015,3,36,Monthly_Sum
6421,Caserne 16 Grid0_0,2015,4,41,Monthly_Sum
6422,Caserne 16 Grid0_0,2015,5,37,Monthly_Sum
6423,Caserne 16 Grid0_0,2015,6,49,Monthly_Sum
6424,Caserne 16 Grid0_0,2015,7,43,Monthly_Sum
6425,Caserne 16 Grid0_0,2015,8,51,Monthly_Sum
6426,Caserne 16 Grid0_0,2015,9,37,Monthly_Sum
6427,Caserne 16 Grid0_0,2015,10,42,Monthly_Sum
6428,Caserne 16 Grid0_0,2015,11,40,Monthly_Sum
6429,Caserne 16 Grid0_0,2015,12,34,Monthly_Sum
6430,Caserne 16 Grid0_0,2016,1,23,Monthly_Sum
6431,Caserne 16 Grid0_0,2016,2,41,Monthly_Sum
6432,Caserne 16 Grid0_0,2016,3,30,Monthly_Sum
6433,Caserne 16 Grid0_0,2016,4,39,Monthly_Sum
6434,Caserne 16 Grid0_0,2016,5,56,Monthly_Sum
6435,Caserne 16 Grid0_0,2016,6,48,Monthly_Sum
6436,Caserne 16 Grid0_0,2016,7,51,Monthly_Sum
6437,Caserne 16 Grid0_0,2016,8,58,Monthly_Sum
6438,Caserne 16 Grid0_0,2016,9,38,Monthly_Sum
6439,Caserne 16 Grid0_0,2016,10,43,Monthly_Sum
6440,Caserne 16 Grid0_0,2016,11,43,Monthly_Sum
6441,Caserne 16 Grid0_0,2016,12,36,Monthly_Sum
6442,Caserne 16 Grid0_0,2017,1,38,Monthly_Sum
6443,Caserne 16 Grid0_0,2017,2,34,Monthly_Sum
6444,Caserne 16 Grid0_0,2017,3,36,Monthly_Sum
6445,Caserne 16 Grid0_0,2017,4,41,Monthly_Sum
6446,Caserne 16 Grid0_0,2017,5,41,Monthly_Sum
6447,Caserne 16 Grid0_0,2017,6,49,Monthly_Sum
6448,Caserne 16 Grid0_0,2017,7,48,Monthly_Sum
6449,Caserne 16 Grid0_0,2017,8,42,Monthly_Sum
6450,Caserne 16 Grid0_0,2017,9,41,Monthly_Sum
6451,Caserne 16 Grid0_0,2017,10,50,Monthly_Sum
6452,Caserne 16 Grid0_0,2017,11,40,Monthly_Sum
6453,Caserne 16 Grid0_0,2017,12,38,Monthly_Sum
6454,Caserne 16 Grid0_0,2018,1,43,Monthly_Sum
6455,Caserne 16 Grid0_0,2018,2,32,Monthly_Sum
6456,Caserne 16 Grid0_0,2018,3,36,Monthly_Sum
6457,Caserne 16 Grid0_0,2018,4,28,Monthly_Sum
6458,Caserne 16 Grid0_0,2018,5,44,Monthly_Sum
6459,Caserne 16 Grid0_0,2018,6,40,Monthly_Sum
6460,Caserne 16 Grid0_0,2018,7,40,Monthly_Sum
6461,Caserne 16 Grid0_0,2018,8,45,Monthly_Sum
6462,Caserne 16 Grid0_0,2018,9,53,Monthly_Sum
6463,Caserne 16 Grid0_0,2018,10,42,Monthly_Sum
6464,Caserne 16 Grid0_0,2018,11,36,Monthly_Sum
6465,Caserne 16 Grid0_0,2018,12,41,Monthly_Sum
6466,Caserne 16 Grid0_0,2019,1,36,Monthly_Sum
6467,Caserne 16 Grid0_0,2019,2,36,Monthly_Sum
6468,Caserne 16 Grid0_0,2019,3,39,Monthly_Sum
6469,Caserne 16 Grid0_0,2019,4,36,Monthly_Sum
6470,Caserne 16 Grid0_0,2019,5,32,Monthly_Sum
6471,Caserne 16 Grid0_0,2019,6,40,Monthly_Sum
6472,Caserne 16 Grid0_0,2019,7,55,Monthly_Sum
6473,Caserne 16 Grid0_0,2019,8,43,Monthly_Sum
6474,Caserne 16 Grid0_0,2019,9,50,Monthly_Sum
6475,Caserne 16 Grid0_0,2019,10,40,Monthly_Sum
6476,Caserne 16 Grid0_0,2019,11,42,Monthly_Sum
6477,Caserne 16 Grid0_0,2019,12,25,Monthly_Sum
6478,Caserne 16 Grid0_0,2020,1,38,Monthly_Sum
6479,Caserne 16 Grid0_0,2020,2,26,Monthly_Sum
6480,Caserne 16 Grid0_0,2020,3,22,Monthly_Sum
6481,Caserne 16 Grid0_0,2020,4,10,Monthly_Sum
6482,Caserne 16 Grid0_0,2020,5,12,Monthly_Sum
6483,Caserne 16 Grid0_0,2020,6,15,Monthly_Sum
6484,Caserne 16 Grid0_0,2020,7,17,Monthly_Sum
6485,Caserne 16 Grid0_0,2020,8,40,Monthly_Sum
6486,Caserne 16 Grid0_0,2020,9,31,Monthly_Sum
6487,Caserne 16 Grid0_0,2020,10,24,Monthly_Sum
6488,Caserne 16 Grid0_0,2020,11,32,Monthly_Sum
6489,Caserne 16 Grid0_0,2020,12,27,Monthly_Sum
6490,Caserne 16 Grid0_0,2021,1,33,Monthly_Sum
6491,Caserne 16 Grid0_0,2021,2,25,Monthly_Sum
6492,Caserne 16 Grid0_0,2021,3,43,Monthly_Sum
6493,Caserne 16 Grid0_0,2021,4,24,Monthly_Sum
6494,Caserne 16 Grid0_0,2021,5,33,Monthly_Sum
6495,Caserne 16 Grid0_0,2021,6,42,Monthly_Sum
6496,Caserne 16 Grid0_0,2021,7,44,Monthly_Sum
6497,Caserne 16 Grid0_0,2021,8,32,Monthly_Sum
6498,Caserne 16 Grid0_0,2021,9,27,Monthly_Sum
6499,Caserne 16 Grid0_0,2021,10,32,Monthly_Sum
6500,Caserne 16 Grid0_0,2021,11,23,Monthly_Sum
6501,Caserne 16 Grid0_0,2021,12,32,Monthly_Sum
6502,Caserne 16 Grid0_0,2022,1,42,Monthly_Sum
6503,Caserne 16 Grid0_0,2022,2,36,Monthly_Sum
6504,Caserne 16 Grid0_0,2022,3,26,Monthly_Sum
6505,Caserne 16 Grid0_0,2022,4,23,Monthly_Sum
6506,Caserne 16 Grid0_0,2022,5,36,Monthly_Sum
6507,Caserne 16 Grid0_0,2022,6,23,Monthly_Sum
6508,Caserne 16 Grid0_1,2015,1,49,Monthly_Sum
6509,Caserne 16 Grid0_1,2015,2,40,Monthly_Sum
6510,Caserne 16 Grid0_1,2015,3,41,Monthly_Sum
6511,Caserne 16 Grid0_1,2015,4,38,Monthly_Sum
6512,Caserne 16 Grid0_1,2015,5,47,Monthly_Sum
6513,Caserne 16 Grid0_1,2015,6,48,Monthly_Sum
6514,Caserne 16 Grid0_1,2015,7,57,Monthly_Sum
6515,Caserne 16 Grid0_1,2015,8,62,Monthly_Sum
6516,Caserne 16 Grid0_1,2015,9,50,Monthly_Sum
6517,Caserne 16 Grid0_1,2015,10,31,Monthly_Sum
6518,Caserne 16 Grid0_1,2015,11,33,Monthly_Sum
6519,Caserne 16 Grid0_1,2015,12,50,Monthly_Sum
6520,Caserne 16 Grid0_1,2016,1,52,Monthly_Sum
6521,Caserne 16 Grid0_1,2016,2,43,Monthly_Sum
6522,Caserne 16 Grid0_1,2016,3,28,Monthly_Sum
6523,Caserne 16 Grid0_1,2016,4,44,Monthly_Sum
6524,Caserne 16 Grid0_1,2016,5,53,Monthly_Sum
6525,Caserne 16 Grid0_1,2016,6,54,Monthly_Sum
6526,Caserne 16 Grid0_1,2016,7,60,Monthly_Sum
6527,Caserne 16 Grid0_1,2016,8,47,Monthly_Sum
6528,Caserne 16 Grid0_1,2016,9,42,Monthly_Sum
6529,Caserne 16 Grid0_1,2016,10,48,Monthly_Sum
6530,Caserne 16 Grid0_1,2016,11,37,Monthly_Sum
6531,Caserne 16 Grid0_1,2016,12,59,Monthly_Sum
6532,Caserne 16 Grid0_1,2017,1,41,Monthly_Sum
6533,Caserne 16 Grid0_1,2017,2,49,Monthly_Sum
6534,Caserne 16 Grid0_1,2017,3,39,Monthly_Sum
6535,Caserne 16 Grid0_1,2017,4,46,Monthly_Sum
6536,Caserne 16 Grid0_1,2017,5,36,Monthly_Sum
6537,Caserne 16 Grid0_1,2017,6,57,Monthly_Sum
6538,Caserne 16 Grid0_1,2017,7,46,Monthly_Sum
6539,Caserne 16 Grid0_1,2017,8,54,Monthly_Sum
6540,Caserne 16 Grid0_1,2017,9,44,Monthly_Sum
6541,Caserne 16 Grid0_1,2017,10,49,Monthly_Sum
6542,Caserne 16 Grid0_1,2017,11,59,Monthly_Sum
6543,Caserne 16 Grid0_1,2017,12,52,Monthly_Sum
6544,Caserne 16 Grid0_1,2018,1,55,Monthly_Sum
6545,Caserne 16 Grid0_1,2018,2,52,Monthly_Sum
6546,Caserne 16 Grid0_1,2018,3,48,Monthly_Sum
6547,Caserne 16 Grid0_1,2018,4,53,Monthly_Sum
